#{"t_start": 1635706876.9546955, "env_id": "WurtzReact-v1"}
r,l,t
1.230955,20,1806.941841
1.231125,20,1808.818853
1.230903,20,1810.707798
1.230782,20,1812.599048
1.230645,20,1814.482233
1.230465,20,1816.372149
1.230426,20,1818.249586
1.230275,20,1820.125442
1.230143,20,1822.01967
1.229979,20,1823.928751
1.229852,20,1825.817229
1.229706,20,1827.715512
1.22977,20,1829.617252
1.229616,20,1831.501786
1.229516,20,1833.388389
1.229465,20,1835.289452
1.229384,20,1837.17948
1.229305,20,1839.066699
1.229217,20,1840.958107
1.229019,20,1842.836531
1.228962,20,1844.719726
1.22888,20,1846.615826
1.228734,20,1848.497342
1.228655,20,1850.393641
1.228679,20,1852.288379
1.2285,20,1854.169861
1.228337,20,1856.052254
1.228399,20,1857.947497
1.228305,20,1859.835248
1.228315,20,1861.71937
1.228284,20,1863.611742
1.228156,20,1865.49203
1.228142,20,1867.391641
1.228131,20,1869.285403
1.22804,20,1871.16863
1.227884,20,1873.066592
1.227818,20,1874.962941
1.227834,20,1876.845939
1.227676,20,1878.741088
1.227548,20,1880.64624
1.227428,20,1882.521719
1.227331,20,1884.416526
1.227278,20,1886.322148
1.227223,20,1888.213865
1.227214,20,1890.11181
1.227042,20,1892.016498
1.226961,20,1893.909259
1.226993,20,1895.815341
1.226784,20,1897.70156
1.226651,20,1899.599364
1.22654,20,1901.49733
1.226539,20,1903.381223
1.226508,20,1905.266136
1.226237,20,1907.173574
1.226108,20,1909.056947
1.226145,20,1910.949886
1.22599,20,1912.857076
1.225957,20,1914.734772
1.225811,20,1916.62964
1.225817,20,1918.532581
1.225654,20,1920.413278
1.225638,20,1922.303381
1.225615,20,1924.196827
1.225523,20,1926.083349
1.225379,20,1927.980676
1.225273,20,1929.873544
1.225176,20,1931.751175
1.22509,20,1933.6284
1.224931,20,1935.519713
1.22483,20,1937.399458
1.224766,20,1939.288006
1.22452,20,1941.197606
1.224436,20,1943.076504
1.224327,20,1944.975281
1.224285,20,1946.874467
1.224136,20,1948.755561
1.223975,20,1950.637884
1.223926,20,1952.540201
1.223829,20,1954.424625
1.22372,20,1956.310063
1.223544,20,1958.200571
1.2235,20,1960.080085
1.223382,20,1961.963982
1.223401,20,1963.847874
1.223285,20,1965.727237
1.223212,20,1967.622905
1.222993,20,1969.509939
1.222998,20,1971.393841
1.222814,20,1973.290531
1.222649,20,1975.170416
1.222518,20,1977.056715
1.222444,20,1978.951403
1.222543,20,1980.842256
1.222402,20,1982.721613
1.222303,20,1984.62221
1.22217,20,1986.521758
1.222178,20,1988.412388
1.222076,20,1990.314855
1.221909,20,1992.19733
1.22189,20,1994.091326
1.22181,20,1995.987235
1.221802,20,1997.872368
1.221747,20,1999.765641
1.221781,20,2001.672093
1.221588,20,2003.559788
1.221467,20,2005.455541
1.221468,20,2007.355708
1.221548,20,2009.236863
1.221392,20,2011.123803
1.221272,20,2013.024131
1.221201,20,2014.904449
1.22112,20,2016.794265
1.221006,20,2018.716174
1.220936,20,2020.601719
1.221001,20,2022.481637
1.221074,20,2024.385634
1.221115,20,2026.269593
1.221167,20,2028.165049
1.221167,20,2030.059506
1.221057,20,2031.933291
1.221037,20,2033.829242
1.220982,20,2035.716325
1.220807,20,2037.595945
1.220692,20,2039.493112
1.220623,20,2041.389258
1.220543,20,2043.280925
1.220364,20,2045.171936
1.220328,20,2047.066474
1.220222,20,2048.950379
1.220298,20,2050.845432
1.220099,20,2052.7552
1.220194,20,2054.633623
1.220152,20,2056.521923
1.219964,20,2058.414647
1.219897,20,2060.294042
1.219866,20,2062.18201
1.219712,20,2064.092206
1.219705,20,2065.974564
1.219595,20,2067.861595
1.219518,20,2069.756312
1.219431,20,2071.641548
1.219429,20,2073.537141
1.219308,20,2075.441776
1.219287,20,2077.329891
1.219156,20,2079.227816
1.219091,20,2081.132288
1.219211,20,2083.028999
1.219299,20,2084.931623
1.219239,20,2086.822477
1.219082,20,2088.713164
