#{"t_start": 1673313218.4426527, "env_id": "GenWurtzReact-v1"}
r,l,t
0.234367,20,703.162477
0.319273,20,704.998842
0.247294,20,706.810438
0.194083,20,708.636736
2.865402,20,710.465099
0.187294,20,712.252783
0.284612,20,714.05306
0.247688,20,715.856296
0.249661,20,717.660334
0.149027,20,719.49913
0.24181,20,721.298593
0.060043,20,723.124362
2.826264,20,724.925945
2.852041,20,726.728393
0.226579,20,728.563828
0.248403,20,730.382287
0.211239,20,732.175877
2.97999,20,734.015314
0.228036,20,735.815389
0.227646,20,737.643674
0.222378,20,739.453133
2.999999,20,741.282003
0.246637,20,743.077333
0.236751,20,744.881474
0.0,20,746.738217
0.249246,20,748.551382
0.231417,20,750.35189
0.24173,20,752.152273
0.23286,20,753.947967
0.680493,20,755.78131
0.24632,20,757.587896
0.236774,20,759.391229
0.237544,20,761.188461
0.24198,20,762.989887
0.353272,20,764.814138
0.220055,20,766.607869
2.894279,20,768.402909
0.26484,20,770.222271
2.7087098377692795e+22,20,772.216238
